,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
7814856426770804213,New MacBook Pro is not a Laptop for Developers Anymore,Joel on Software,Ordering coffee in Italy: the 10 commandments,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts","The New App Store: Subscription Pricing, Faster Approvals, and Search Ads"
7818691400791322406,Nubank e Goldman fecham parceria de R$ 200 milhões,Touch (TV Series 2012-2013),Bradesco lança serviço inédito para estimular o hábito de poupar,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,CMN regulamenta abertura de conta de depósito por meio eletrônico,"No, Apple isn't the next BlackBerry - it's the next Microsoft"
7823781477664935857,"Telecoms open shop on Madison Avenue, but will brands buy?",Google's Cloud Machine Learning service is now in public beta,Scala is the new golden child,Machine Learning Is No Longer Just for Experts,Google cloud boss Diane Greene: We're winning against AWS and Microsoft,Google Cloud Goes to the Farm
7851022564818849560,Workplace diversity in Brazil: there's still a long way to go,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",The Genderbread Person v3 | It's Pronounced Metrosexual,Neural networks are inadvertently learning our language's hidden gender biases,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss"
7933360486658437274,Brazil's Bank Itaú Joins R3 Blockchain Consortium - CoinDesk,An operating model for company-wide agile development,Do you want Crappy Agile?,Embracing Agile,"Agile is Dead, Long Live Continuous Delivery - Gradle",WeChat's world
7943088471380012839,Torus,Introduction to release engineering,Beyond Progressive Web Apps Part 1,Clean Coder Blog,Anti-If: The missing patterns,10 Modern Software Over-Engineering Mistakes
7985545205318799060,On DRY and the cost of wrongful abstractions,Creating Your Code Review Checklist - DaedTech,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Introducing LambCI - a serverless build system,The Importance of Code Reviews,My favorite people and resources to learn Android programming from
7993526700719577624,What Science Tells Us About Leadership Potential,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Robert Waldinger: Do que é feita uma vida boa? Lições do mais longo estudo sobre felicidade,The Internet of Things is looking for its VisiCalc,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",Investimentos em coaching e mentoring aumentam nas empresas
8115033558441775155,"A whole new GitHub Universe: announcing new tools, forums, and features",Quick Tip: Working with the JavaScript Battery API,Comparing React.js to Vue.js for dynamic tabular data,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk,Android Studio 2.2,Top 15 Facebook Open Source Projects You Must Know
8118799783881928573,Usability Heuristics for Bots - Chatbots Magazine,Why Deep Learning Is Suddenly Changing Your Life,Building more accessible technology,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel,Getting Started with Activity & Fragment Transitions (part 1)
8195862936106508846,Client-side ranking to more efficiently show people stories in feed,Tasting Dagger 2 on Android,A nova sede da LEGO na Dinamarca é toda sobre colaboração,Live asynchronously.,Criando ícones animados no Android,The Developer's Midlife Crisis: What's Next?
8215778202715904841,How to Create an Exponential Mindset,The economic essentials of digital strategy,The new tech talent you need to succeed in digital,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,This startup uses machine learning and satellite imagery to predict crop yields,Creating value in auto finance with vLendRight | Kevin Moseri
8224860111193157980,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Como resolver conflitos no ambiente corporativo us,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Investimentos em coaching e mentoring aumentam nas empresas,Cinco competências comportamentais para você ser um bom líder,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins"
8289311442635691404,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",Two Different Sales Motions . . . .,Artificial intelligence produces realistic sounds that fool humans,7 Questions to Ask Before Your Next Digital Transformation,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,The return of the machinery question
8302949268716967655,What makes a good (Android) Software Engineer,Exploring Java's Hidden Costs,Communication patterns in a Microservice world,Twitter faz atualização em seu aplicativo Fabric para trazer mais funcionalidades às empresas e aos desenvolvedores de apps - Startupi,Using DiffUtil in Android RecyclerView,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR"
8342423402350940832,Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Touch (TV Series 2012-2013),Acesse a versão Material Design do YouTube | Google Discovery,How I sped up the initial render of my Polymer app by 86%,Progressive Web App - first introduced on Google I/O | airberlin,WebAssembly Browser Preview
8386493184609384928,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Nubank pode fechar as portas se BC confirmar mudança amanhã,Grupo de bancos adere à tecnologia do bitcoin em transações,Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,Visa lança desafio para startups de tecnologia - Startupi,"Elektro, Google e Sama lideram entre as melhores empresas para trabalhar em 2016"
8402348887626635381,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Não existe frete grátis!,"Como o e-commerce brasileiro pode, enfim, começar a lucrar",Por que o Walmart não é Walmart no Brasil,As compras e os hábitos dos brasileiros no shopping | EXAME.com,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso
8428597553954921991,Time to Re-Think Design Thinking,Ray Kurzweil: The world isn't getting worse - our information is getting better,So you want to sell to banks?,Why Deep Learning Is Suddenly Changing Your Life,We are on the verge of a consumer M&A avalanche,Organizing for digital acceleration: Making a two-speed IT operating model work
8477804012624580461,Gartner: em 2020 não haverá mais aplicativos,LPIC-OT DevOps Engineer | Linux Professional Institute,Discutindo Devops na Prática,What's the Best Programming Language to Learn in 2017?,Java 8 Streams - A Deeper Approach About Performance Improvement,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership
8482750322470893687,"Google is discontinuing Google+ Hangouts On Air on September 12, pushes users to YouTube Live",Here's proof that Google is getting serious about battling Facebook in a key area,"Google Cloud Platform icons and sample architectural diagrams, for your designing pleasure",Diane Greene wants to put the enterprise front and center of Google Cloud strategy,Two Different Sales Motions . . . .,Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC
8483892789913825147,Cookbook,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Ordering coffee in Italy: the 10 commandments,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Joel on Software,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads"
8522523292310933696,Coca-Cola Is Paying $575 Million for Unilever's Soy Drink Business,"Have a Coke, take a photo and celebrate the Coke bottle's 100th anniversary using How-Old.net",Blaise Agüera y Arcas: How computers are learning to be creative,How enterprise architects can help ensure success with digital transformations,Google is quietly recording everything you say. Here's how to hear it,Artificial intelligence produces realistic sounds that fool humans
8526042588044002101,Cloud Native Part 1: Definition,Slack and Google announce partnership focused on better integrating their services,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",Creating Your Code Review Checklist - DaedTech
8559816910657872807,Google cloud boss Diane Greene: We're winning against AWS and Microsoft,Google's Cloud Machine Learning service is now in public beta,Spark comparison: AWS vs. GCP,Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,"Telecoms open shop on Madison Avenue, but will brands buy?",Scala is the new golden child
8586403905004879205,How to augment your career with leadership coaching,Investimentos em coaching e mentoring aumentam nas empresas,Cinco competências comportamentais para você ser um bom líder,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Lean IT is all about people - o Lean na TI é focado em pessoas,Como resolver conflitos no ambiente corporativo us
8589361101754366293,Acesse a versão Material Design do YouTube | Google Discovery,How I sped up the initial render of my Polymer app by 86%,Touch (TV Series 2012-2013),Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,WebAssembly Browser Preview,Google lança experimentos com inteligência artificial | Google Discovery
8620166073102656574,One weird trick that will change the way you code forever: JavaScript TDD,Java 8 Best Practices Cheat Sheet,Leveling Up Your JavaScript -,What's the Best Programming Language to Learn in 2017?,"Pedágio das rodovias estaduais de SP sobe 9,32% na sexta-feira - O Liberal",Docker 1.12: Now with Built-in Orchestration!
8626761683919164251,Tem hora certa pra sair do armário?,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,The Genderbread Person v3 | It's Pronounced Metrosexual,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",Para entender o Dia Internacional contra a Homofobia
8651615486877503655,Java 8 Best Practices Cheat Sheet,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Notes on Reactive Programming Part I: The Reactive Landscape,Facebook's WhatsApp does something very different than Google,Communication patterns in a Microservice world,One weird trick that will change the way you code forever: JavaScript TDD
